Date,IFCB,Station Number,Distance from 36,Calculated Chlorophyll,Calculated Oxygen,Optical Backscatter,Calculated SPM,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate,Measured Extinction Coefficient
12/16/15,,27,26.19,2.5,8.1,0.77,32,31.7,11.74,,,,,,
12/16/15,,26,28.76,2.5,8.1,0.72,31,31.64,11.77,,,,,,1.92
12/16/15,,25,32.84,2.4,8.2,1.04,41,31.64,11.69,,,,,,2.59
12/16/15,,24,37.09,2.5,8.2,0.95,38,31.37,11.78,1.6,17.85,16.92,4.1,30.96,2.41
12/16/15,,23,39.66,2.5,8.1,0.97,39,31.01,11.96,,,,,,2.42
12/16/15,,22,43.92,2.3,8.1,0.96,38,30.76,12.06,0.89,9.07,10.14,1.99,22.3,2.4
12/16/15,,21,46.63,2.2,8.1,0.76,32,30.71,12.07,,,,,,2
12/16/15,,20,51.45,2.1,8.1,0.48,17,30.97,12.2,,,,,,1.31
12/16/15,,18,54.95,2,8.1,0.46,16,30.87,12.08,,,,,,
12/16/15,,17,58.89,2.1,8.2,0.44,15,30.51,12.01,,,,,,1.04
12/16/15,,16,63.08,2.1,8.4,0.49,17,28.78,11.61,,,,,,1.47
12/16/15,,15,69.99,2.2,8.5,0.86,29,27.03,11.24,1.18,21.92,9.71,2.93,60.42,2.36
12/16/15,,14,74.43,2.1,8.5,0.49,17,26.77,11.39,,,,,,1.49
12/16/15,,13,78.54,2.1,8.7,0.49,17,25.05,11.31,,,,,,
12/16/15,,12,84.45,2,8.8,0.92,31,21.71,11.1,,,,,,1.04
12/16/15,,11,89.77,1.9,8.9,0.62,21,20.14,11.08,,,,,,1.84
12/16/15,,10,93.6,2,9,0.68,23,18.51,11,,,,,,1.86
12/16/15,,9,96.79,2.2,9.2,0.62,21,16.93,10.88,1.31,30.27,13.14,2.82,101.02,1.84
12/16/15,,8,99.77,2.4,9.4,0.6,21,14.12,10.64,,,,,,1.59
12/16/15,,7,104.98,2.1,9.5,0.61,21,13.52,10.65,,,,,,1.6
12/16/15,,6,110.9,2.2,9.7,0.69,23,10.17,10.43,,,,,,
12/16/15,,5,115.63,2.2,9.9,0.68,23,7.82,10.52,,,,,,2.01
12/16/15,,4,119.9,2.5,9.9,0.69,24,6.2,10.42,,,,,,2
12/16/15,,3,125.32,,10,0.95,32,4.61,10.3,,,,,,
12/16/15,,2,127.71,5.3,10.1,1.08,36,4.05,10.32,,,,,,
12/16/15,,649,132.94,11,10.2,1.35,45,1.76,10.04,1.1,35.84,14.06,2.46,242.99,2.59
12/16/15,,653,141.42,9,9.9,1.05,35,0.22,10.13,,,,,,2.04
12/16/15,,657,147.25,3,9.6,0.72,24,0.1,10.24,,,,,,
1/21/16,,36,0,4.8,8,3.62,118,23.5,13.06,3.38,71.39,14.85,7.88,88.21,
1/21/16,,35,1.66,4.4,8.1,2.04,68,25.07,12.79,,,,,,
1/21/16,,34,3.53,4,8.1,3.06,100,26.81,12.47,,,,,,
1/21/16,,33,6.81,3.4,8.2,0.48,17,26.5,12.49,,,,,,
1/21/16,,32,8.15,3,8.2,0.64,23,27.1,12.25,2.15,39.98,13.14,5.49,61.25,
1/21/16,,30,14.75,1.9,8.3,0.46,17,29.04,11.85,2.66,41.91,16.99,6.26,69.57,1.31
1/21/16,,29,20.25,2.2,8.3,0.9,31,29.3,11.68,,,,,,2.38
1/21/16,,28,23.57,2,8.3,0.69,24,29.26,11.66,,,,,,1.92
1/21/16,,27,26.19,2,8.3,0.61,22,29.19,11.62,1.29,19.06,13.56,2.79,30.12,1.67
1/21/16,,26,28.76,1.8,8.3,0.51,18,28.82,11.62,,,,,,1.48
1/21/16,,25,32.84,2,8.3,1.09,37,28.25,11.74,,,,,,2.52
1/21/16,,24,37.09,1.8,8.3,0.8,28,28.1,11.79,0.9,12.57,11.07,2.35,26.8,2.14
1/21/16,,23,39.66,1.7,8.4,0.74,26,28.56,12.04,,,,,,1.92
1/21/16,,22,43.92,1.5,8.5,0.4,15,27.97,12.01,1.01,15.49,10.85,2.08,37.11,1.21
1/21/16,,21,46.63,1.5,8.4,0.51,19,28.12,12.04,,,,,,1.46
1/21/16,,20,51.45,1.4,8.5,0.32,13,30.69,12.67,,,,,,0.94
1/21/16,,18,54.95,1.3,8.4,0.36,14,31.26,12.85,0.3,3.64,4.64,1.03,10,0.89
1/21/16,,17,58.89,1.3,8.5,0.32,13,28.85,12.28,,,,,,1.02
1/21/16,,16,63.08,1.3,8.5,0.35,14,29.07,12.31,,,,,,1.18
1/21/16,,15,69.99,1.4,8.7,0.36,14,23.91,11.81,0.92,21.7,11.64,2.12,63.58,1.17
1/21/16,,14,74.43,1.5,8.7,0.31,13,24.01,11.79,,,,,,1.11
1/21/16,,13,78.54,1.5,8.8,0.35,14,24.2,11.89,0.89,20.7,11.35,2.13,56.09,1.16
1/21/16,,12,84.45,1.6,9,0.39,15,20.36,11.51,,,,,,1.26
1/21/16,,11,89.77,1.5,9.1,0.71,25,16.75,11.26,,,,,,2.02
1/21/16,,10,93.6,1.6,9.3,0.52,19,14.19,11.18,,,,,,1.64
1/21/16,,9,96.79,1.6,9.4,0.6,21,11.77,11.07,1.23,35.98,15.28,2.19,116.67,1.9
1/21/16,,8,99.77,1.6,9.6,0.52,19,10.26,11.01,,,,,,1.64
1/21/16,,7,104.98,1.4,9.6,1.05,34,8.7,10.99,,,,,,2.89
1/21/16,,6,110.9,1.5,9.8,1.13,37,5.87,10.63,1.16,44.55,17.35,2.38,221.36,3.06
1/21/16,,5,115.63,1.7,9.9,1.48,47,2.97,10.38,,,,,,3.69
1/21/16,,4,119.9,2.5,9.8,1.98,62,1.06,10.36,,,,,,4.73
1/21/16,,3,125.32,2.3,9.8,1.75,55,0.67,10.33,0.97,43.34,15.78,2.04,239.66,4.12
1/21/16,,2,127.71,2.3,9.8,1.91,59,0.55,10.32,,,,,,4.19
1/21/16,,649,132.94,2.4,9.7,1.97,61,0.28,10.36,0.97,43.84,15.71,2.24,282.94,4.67
2/2/16,,36,0,7.6,8.7,1.26,43,25.88,10.82,1.68,41.98,9.78,5.59,63.74,3.05
2/2/16,,34,3.53,9.5,8.7,3.64,126,25.63,10.44,,,,,,4.53
2/2/16,,33,6.81,7.6,8.7,0.97,33,26.41,10.92,,,,,,2.54
2/2/16,,32,8.15,5.7,8.6,0.7,24,26.96,11.21,1.4,32.7,9.14,5.04,56.09,1.92
2/2/16,,31,10.61,4.4,8.7,0.62,21,26.99,11.37,,,,,,1.74
2/2/16,,30,14.75,3.8,8.8,0.33,11,26.36,11.61,1.23,32.27,11.64,3.33,49.43,1.14
2/2/16,,29.5,17.56,3.5,8.7,0.44,15,26.46,11.65,,,,,,1.25
2/2/16,,29,20.25,3.5,8.8,0.42,14,26.09,11.64,,,,,,1.13
2/2/16,,28,23.57,3.2,8.8,0.28,9,25.74,11.8,,,,,,0.91
2/2/16,,27,26.19,3,8.8,0.21,7,25.28,11.88,1.56,28.84,14.64,3.17,56.42,0.81
2/2/16,,26,28.76,3.1,8.9,0.2,7,24.43,11.91,,,,,,0.81
2/2/16,,25,32.84,3,8.7,0.23,8,24.7,12.09,,,,,,0.79
2/2/16,,24,37.09,2.8,8.9,0.2,6,24.33,12.12,1.72,28.41,15.56,2.86,46.77,0.73
2/2/16,,23,39.66,3,8.9,0.19,6,24.63,12.06,,,,,,0.73
2/2/16,,22,43.92,2.9,8.9,0.2,6,23.87,12.1,1.3,23.63,13.21,2.61,67.41,0.77
2/2/16,,21,46.63,2.7,8.8,0.2,6,24.07,12.19,,,,,,0.73
2/2/16,,20,51.45,2.4,8.8,0.2,7,23.97,12.17,,,,,,0.77
2/2/16,,18,54.95,2,8.6,0.26,8,24,12.29,1.05,23.2,12.35,2.1,66.41,0.88
2/10/16,,18,54.95,1.9,8.2,0.49,14,26.41,12.91,,,,,,
2/10/16,,17,58.89,1.9,8.1,0.4,12,26.74,13.01,,,,,,
2/10/16,,16,63.08,1.7,8.4,0.69,20,22.68,12.91,,,,,,1.93
2/10/16,,15,69.99,1.8,8.7,0.43,12,18.68,12.56,1.09,25.56,9.92,2.12,92.04,1.44
2/10/16,,14,74.43,1.8,8.5,0.69,20,20.09,12.79,,,,,,1.88
2/10/16,,13,78.54,1.7,8.5,0.61,18,19.58,12.81,1.18,28.49,9.14,2.53,123.16,1.86
2/10/16,,12,84.45,1.7,8.7,1.09,31,14.37,12.46,,,,,,2.46
2/10/16,,11,89.77,1.6,8.9,1.32,38,11.7,12.31,,,,,,3.34
2/10/16,,10,93.6,1.6,9,1.12,32,8.99,12.08,,,,,,2.84
2/10/16,,9,96.79,1.5,9.1,1.47,42,7.42,12.06,1.23,33.84,10.85,2.13,201.38,3.66
2/10/16,,8,99.77,1.3,9.1,1.91,54,5.03,11.86,,,,,,4.69
2/10/16,,7,104.98,1.4,9.3,1.77,50,3.94,11.69,,,,,,3.95
2/10/16,,6,110.9,1.2,9.4,2.25,64,1.78,11.32,1,36.41,9.64,1.87,233.01,4.8
2/10/16,,5,115.63,1.1,9.3,2.51,71,0.58,10.99,,,,,,6.18
2/10/16,,4,119.9,1.3,9.4,2.6,74,0.24,10.8,,,,,,5.07
2/10/16,,3,125.32,1.2,9.3,2.41,68,0.21,10.98,0.8,38.41,8.92,2,272.95,4.96
2/10/16,,2,127.71,1.3,9.3,2.06,58,0.13,10.73,,,,,,4.41
2/10/16,,649,132.94,1.8,9.7,1.35,38,0.1,10.32,0.47,23.7,10.64,1.69,257.97,3.06
2/10/16,,653,141.42,1.8,9.6,1.11,32,0.1,10.55,,,,,,2.38
2/10/16,,657,147.25,1.8,9.5,1,29,0.11,10.75,0.45,20.28,11.57,1.64,231.34,2.36
3/9/16,,18,54.95,2.8,8.2,0.56,14,27.75,14.03,0.62,13.07,6.85,1.72,47.27,
3/9/16,,17,58.89,2.8,8.2,0.61,16,23.15,14.24,,,,,,1.64
3/9/16,,16,63.08,2.2,8.2,0.51,12,21.28,14.28,,,,,,1.52
3/9/16,,15,69.99,2.3,8.3,0.64,17,17.42,14.32,0.98,26.84,8.07,2.45,129.65,1.85
3/9/16,,14,74.43,2.3,8.3,0.58,15,18.2,14.23,,,,,,1.73
3/9/16,,13,78.54,2.1,8.3,0.57,14,15.33,14.49,1.1,30.41,8.14,2.42,142.47,1.68
3/9/16,,12,84.45,2.5,8.5,0.97,29,10.46,14.52,,,,,,2.61
3/9/16,,11,89.77,2.4,8.6,1.01,30,8.43,14.48,,,,,,2.69
3/9/16,,10,93.6,2.8,8.8,1.9,63,6.45,14.32,,,,,,4.14
3/9/16,,9,96.79,3.1,8.8,2.77,94,5.29,14.15,1.32,31.2,9.78,2.18,228.01,5.89
3/9/16,,8,99.77,2.6,8.9,1.09,34,4.52,14.23,,,,,,2.82
3/9/16,,7,104.98,2.7,9,1.15,36,2.42,14.26,,,,,,3.12
3/9/16,,6,110.9,2.9,9,1.29,41,0.76,14.18,1.14,29.99,13.07,2.05,213.03,3.28
3/9/16,,5,115.63,2.6,9,0.95,28,0.39,14.13,,,,,,2.61
3/9/16,,4,119.9,2.5,8.9,1.15,35,0.25,14.07,,,,,,2.71
3/9/16,,3,125.32,2.7,8.9,1.13,35,0.28,14.22,0.74,25.42,10.71,1.92,221.36,3.12
3/9/16,,2,127.71,3.2,8.6,1.57,51,0.1,13.32,,,,,,3.96
3/9/16,,649,132.94,3.1,8.7,1.26,39,0.08,12.99,0.57,19.63,9.42,1.9,213.03,3.32
3/9/16,,653,141.42,3.2,8.7,1.41,45,0.08,12.67,,,,,,3.89
3/9/16,,657,147.25,3.5,8.7,1.79,59,0.08,12.66,0.35,13.85,6.21,1.18,155.28,4.45
3/16/16,,21,46.63,3.1,8.5,0.79,34,19.09,13.98,,,,,,1.34
3/16/16,,18,54.95,2.7,8.7,0.37,10,18.97,13.67,1.08,21.85,9.42,2.36,116.34,0.79
3/16/16,,20,51.45,2.8,8.5,0.31,7,19.81,13.88,,,,,,0.8
3/16/16,,22,43.92,2.8,8.5,0.3,6,20.58,13.89,0.9,19.06,9.21,2.18,106.52,1.05
3/16/16,,24,37.09,3,8.5,0.28,5,20.65,14.04,1.17,26.06,10,2.78,118.83,0.93
3/16/16,,25,32.84,3.7,8.8,0.25,4,19.44,13.59,,,,,,0.62
3/16/16,,27,26.19,3,8.6,0.22,2,21.3,14.05,1.26,25.27,10.28,3.07,95.37,0.6
3/16/16,,28,23.57,3.1,8.5,0.25,3,21.61,14.22,,,,,,0.56
3/16/16,,29,20.25,3.1,8.5,0.22,2,22.35,14.38,,,,,,0.55
3/16/16,,30,14.75,4.3,8.2,0.31,7,22.76,14.3,1.57,35.13,12.85,5.17,80.55,0.8
3/16/16,,32,8.15,5.6,8,0.54,20,20.5,14.74,1.87,42.05,10.64,5.84,90.54,1.38
3/16/16,,33,6.81,6.1,8,0.72,30,19.49,14.43,,,,,,1.67
3/16/16,,34,3.53,7.4,8.1,0.95,43,17.6,14.59,,,,,,2.7
3/16/16,,35,1.66,8.1,7.7,1.56,77,16.75,14.42,,,,,,3.55
3/16/16,,36,0,14.8,7.8,1.66,82,14.38,14.62,2.66,68.11,9.07,8.1,125.99,3.93
4/1/16,,21,46.63,6.6,8.7,0.09,1,20.47,13.85,,,,,,0.43
4/1/16,,20,51.45,6.5,8.4,0.1,2,21.22,13.9,,,,,,
4/1/16,,22,43.92,5.3,8.2,0.1,2,22.16,14.06,0.75,17.99,3,1.92,90.87,0.72
4/1/16,,24,37.09,7,8.6,0.09,1,20.71,14.88,,,,,,
4/1/16,,25,32.84,7.7,8.9,0.09,2,19.98,15.04,,,,,,
4/1/16,,27,26.19,6.6,8.6,0.1,2,20.4,15.37,0.96,24.42,3.71,3.33,92.37,0.55
4/1/16,,29,20.25,5.7,8.4,0.2,7,20.39,15.49,,,,,,0.82
4/1/16,,30,14.75,7.8,8.8,0.24,9,20.42,15.58,0.89,25.7,2.64,3.94,95.7,1.24
4/1/16,,32,8.15,8.4,8.1,0.54,23,19.83,15.67,0.84,27.06,3.28,4.84,98.69,1.86
4/1/16,,33,6.81,8.1,7.9,0.83,36,19.57,15.56,,,,,,
4/1/16,,34,3.53,6.2,7.6,1.12,50,18.54,14.96,,,,,,2.21
4/1/16,,35,1.66,12,7.8,0.83,36,17.79,15.35,,,,,,2.54
4/1/16,,36,0,20,7.5,1.18,52,17.24,15.41,2.91,132.79,1.36,12.14,124.16,3.18
4/15/16,,21,46.63,5.3,8.5,,,24.77,14.12,0.53,12.14,6.93,1.86,60.58,0.54
4/15/16,,22,43.92,5.3,8.5,0.13,2,24.99,14.03,0.47,10.49,3.78,1.58,57.25,0.47
4/15/16,,24,37.09,8.8,9,0.08,1,25.36,14.62,0.6,10.42,2,1.6,41.28,0.51
4/15/16,,25,32.84,12.3,9.3,0.07,1,24.84,14.85,,,,,,0.62
4/15/16,,27,26.19,11.5,9,0.09,1,22.77,16.04,0.72,11.85,1.57,2.63,52.09,
4/15/16,,28,23.57,10.5,8.9,0.11,1,22.43,16.16,,,,,,0.67
4/15/16,,30,14.75,13.1,8.4,0.24,9,20.94,16.35,0.82,20.49,3,4.36,81.05,1.14
4/15/16,,32,8.15,9,8,0.57,30,20.05,16.23,,,,,,
4/15/16,,33,6.81,9.2,8,1.28,74,20.09,16.17,,,,,,2.99
4/15/16,,34,3.53,10.2,8.2,1.1,63,19.18,16.11,,,,,,4.14
4/15/16,,35,1.66,7.8,7.8,1,56,18.74,16.12,,,,,,2.56
4/15/16,,36,0,7.5,7.7,1.54,90,17.84,15.82,2.56,55.19,8.35,9.59,99.69,4.79
4/27/16,,36,0,4.8,7.6,1.09,40,20.22,15.95,1.16,31.56,5.64,8.85,76.23,
4/27/16,,35,1.66,4.8,7.6,0.88,31,20.65,16.05,,,,,,2.39
4/27/16,,34,3.53,6.8,7.5,2.66,103,20.87,15.74,,,,,,6.66
4/27/16,,33,6.81,8.2,7.7,2.39,92,21.79,16.14,,,,,,5.56
4/27/16,,32,8.15,7.7,7.8,1.48,55,21.94,16.2,0.49,9.85,3.64,5,57.75,3.49
4/27/16,,30,14.75,8,7.8,0.81,28,22.15,16.43,,,,,,2.29
4/27/16,,29,20.25,7.9,7.7,0.64,22,22.66,16.44,,,,,,1.86
4/27/16,,28,23.57,6.3,7.8,0.54,17,23.11,16.3,,,,,,1.59
4/27/16,,27,26.19,7.1,7.8,0.41,12,23.26,16.29,0.68,9.28,5.78,3.84,55.75,1.38
4/27/16,,26,28.76,7.2,7.8,0.39,11,23.53,16.46,,,,,,1.36
4/27/16,,25,32.84,6.8,7.8,0.41,12,24.05,16.53,,,,,,1.38
4/27/16,,24,37.09,5.9,7.9,0.29,7,24.38,16.24,0.65,8.85,5.14,2.84,49.6,1.13
4/27/16,,23,39.66,5.5,7.9,0.57,19,25.66,15.92,,,,,,1.56
4/27/16,,22,43.92,5.5,7.9,0.22,5,25.78,15.82,0.71,9.28,6.57,2.33,44.1,0.95
4/27/16,,21,46.63,5.3,7.8,0.31,8,25.46,16.06,,,,,,1.14
4/27/16,,20,51.45,4.8,7.9,0.19,3,26.51,15.57,,,,,,0.78
4/27/16,,18,54.95,3.8,7.6,0.27,6,27.43,14.13,0.4,8.57,4.93,1.53,32.29,0.79
4/27/16,,17,58.89,3,7.5,0.36,9,27.42,14.11,,,,,,1.07
4/27/16,,16,63.08,2.5,8,0.38,10,23.49,15,,,,,,1.2
4/27/16,,15,69.99,2.9,8.2,0.57,16,19.28,15.57,0.5,12.71,8.57,2.27,83.05,1.68
4/27/16,,14,74.43,4,8.2,0.45,12,17.34,16.2,,,,,,1.47
4/27/16,,13,78.54,2.1,8.1,0.84,26,17.95,16.19,0.28,6.93,4.64,1.55,49.43,2.23
4/27/16,,12,84.45,2.6,8.2,2.08,68,14.64,16.46,,,,,,4.04
4/27/16,,11,89.77,1.8,8.4,1.34,43,11.93,16.57,,,,,,2.93
4/27/16,,10,93.6,1.4,8.6,1.56,50,7.87,16.47,,,,,,3.58
4/27/16,,9,96.79,1.7,8.7,1.81,59,6.35,16.5,0.7,20.35,6.64,2.35,150.29,3.46
4/27/16,,8,99.77,2.2,8.9,1.76,57,4.4,16.43,,,,,,4.51
4/27/16,,7,104.98,3,8.9,1.96,64,2.96,16.97,,,,,,4.67
4/27/16,,6,110.9,30.4,9.3,2.95,99,0.79,17.4,0.47,21.28,2.28,1.79,171.43,5.11
4/27/16,,5,115.63,23.4,9.5,1.98,65,0.32,17.36,,,,,,3.7
4/27/16,,4,119.9,19.6,9.4,1.49,48,0.19,17.17,,,,,,3.38
4/27/16,,3,125.32,17.9,9.4,1.25,40,0.12,17.18,0.54,16.49,2.78,1.52,196.39,2.45
4/27/16,,2,127.71,17.1,9.4,1.13,36,0.12,17.18,,,,,,2.57
4/27/16,,649,132.94,14.7,9.3,0.77,23,0.08,17.45,0.79,12.85,9.14,1.43,60.25,2.02
5/18/16,,36,0,3.3,5.6,1.5,50,19.03,21.59,4.89,104.24,11.42,16.63,117.67,2.81
5/18/16,,35,1.66,5.3,6.1,2.14,72,21.43,21.45,,,,,,2.52
5/18/16,,34,3.53,2.7,6.3,1.61,54,22.38,20.9,,,,,,2.28
5/18/16,,33,6.81,4.4,6.6,0.97,31,22.72,20.78,,,,,,1.98
5/18/16,,32,8.15,3.9,6.8,0.91,29,23.67,20.42,1.23,27.06,4.07,7.1,92.04,2.57
5/18/16,,30,14.75,7.5,7.3,0.82,26,24.57,19.51,0.75,16.06,4.21,3.71,48.43,2.3
5/18/16,,29,20.25,6.9,7.5,0.57,17,25.51,18.61,,,,,,1.73
5/18/16,,28,23.57,7.1,7.6,0.55,17,25.92,18.26,,,,,,1.7
5/18/16,,27,26.19,6.4,7.5,0.45,13,26.16,18.07,0.92,17.06,4.78,3.42,57.59,1.51
5/18/16,,25,32.84,7.1,8,0.6,18,27.39,17.07,,,,,,1.08
5/18/16,,24,37.09,5.6,7.8,0.28,7,27.74,16.75,0.89,15.85,6.43,2.55,49.76,1.1
5/18/16,,22,43.92,5.1,7.9,0.2,10,28.09,16.34,0.67,15.06,6.78,2.15,46.1,0.77
5/18/16,,21,46.63,5,7.9,0.2,10,27.95,16.31,,,,,,0.58
5/18/16,,20,51.45,4.9,7.8,0.15,9,29.01,15.82,,,,,,0.6
5/18/16,,18,54.95,3.3,7.5,0.22,11,30.87,14.22,0.49,14.35,6.57,1.84,30.62,0.61
5/18/16,,17,58.89,2.6,7.8,0.17,9,28.47,15.96,,,,,,0.62
5/18/16,,16,63.08,2.7,7.8,0.2,10,28.36,15.97,,,,,,0.64
5/18/16,,15,69.99,2.5,7.7,0.26,12,23.35,18.03,0.57,13.28,6.93,1.9,60.75,0.87
5/18/16,,14,74.43,4.7,7.9,0.23,11,24.02,17.41,,,,,,0.75
5/18/16,,13,78.54,4.5,7.8,0.29,13,21.46,18.52,0.6,16.21,6,1.9,66.24,0.45
5/18/16,,12,84.45,3.3,7.9,0.35,15,19.04,18.34,,,,,,0.72
5/18/16,,11,89.77,3.3,8,0.41,17,16.88,19.04,,,,,,0.86
5/18/16,,9,96.79,2.1,7.9,0.75,28,14.3,18.55,0.81,21.42,6.28,2.84,122,1.9
5/18/16,,8,99.77,1.1,8.1,0.58,23,11.05,18.83,,,,,,1.85
5/18/16,,7,104.98,2.2,8.1,0.89,33,9.88,19.06,,,,,,2.2
5/18/16,,6,110.9,2.7,8.2,1.12,40,5.89,19.36,0.61,16.14,6.5,2.38,139.97,2.8
5/18/16,,5,115.63,12.2,8.8,1.26,44,2.3,19.85,,,,,,3.04
5/18/16,,4,119.9,43.4,8.7,1.58,55,1.8,19.27,,,,,,3.4
5/18/16,,3,125.32,75.6,,4.01,133,0.28,19.51,0.22,9,2.14,1.38,107.52,6.88
5/18/16,,2,127.71,63.7,,2.3,78,0.14,19.69,,,,,,4.26
5/18/16,,649,132.94,58.2,,1.55,54,0.08,19.92,0.58,10.57,1.5,1.2,129.15,3.36
6/16/16,,21,46.63,6.9,7.6,0.6,26,29.65,17.26,,,,,,0.91
6/16/16,,18,54.95,5.5,7.5,0.25,9,30.2,16.17,0.66,12.21,7,1.95,38.95,0.84
6/16/16,,20,51.45,6.6,7.5,0.2,6,29.77,16.32,,,,,,0.8
6/16/16,,22,43.92,6.9,7.6,0.21,7,29.58,16.73,0.73,12.78,6.93,2.19,43.77,0.87
6/16/16,,24,37.09,5.9,7.5,0.29,10,29.01,17.93,1.19,19.35,9.35,3.42,62.41,1.14
6/16/16,,25,32.84,6.4,7.6,0.36,14,28.91,18.14,,,,,,1.23
6/16/16,,27,26.19,6.9,7.3,1.6,74,27.75,18.95,1.13,23.49,3.57,5.29,83.38,3.56
6/16/16,,28,23.57,8.3,7.4,0.93,42,27.62,19.1,,,,,,2.36
6/16/16,,29,20.25,7.2,7.4,1.11,50,27.55,19.21,,,,,,2.71
6/16/16,,30,14.75,8.6,7.4,0.67,29,27.37,19.17,0.96,25.27,2.64,6.3,97.7,1.91
6/16/16,,32,8.15,8,7.3,0.77,34,27.36,19.05,1.01,25.27,2.43,6.33,96.36,2.13
6/16/16,,33,6.81,5.2,7.5,0.63,27,27.3,19.43,,,,,,1.93
6/16/16,,34,3.53,5.2,7.2,1.39,64,27.06,18.98,,,,,,3.7
6/16/16,,35,1.66,5.3,7.1,1.5,69,26.77,19.23,,,,,,2.71
6/16/16,,36,0,5.5,7,2.93,139,26.5,19.26,2.11,41.77,7.85,11.04,124.33,5.06
6/28/16,,36,0,5.5,6.2,3.43,172,27.24,21.63,1.13,19.63,6.93,6.55,51.59,8.17
6/28/16,,35,1.66,6.1,6.6,2.21,108,27.83,21.64,,,,,,6.02
6/28/16,,34,3.53,5.5,6.6,1.6,77,27.94,21.39,,,,,,4.22
6/28/16,,33,6.81,5.3,7,1.67,80,28,21.04,,,,,,4.12
6/28/16,,32,8.15,5.4,6.9,1.9,92,28.01,21.02,0.91,19.28,3.86,5.97,76.23,4.44
6/28/16,,31,10.61,5,6.9,1.31,62,28.07,20.77,,,,,,3.41
6/28/16,,30,14.75,4.5,7,0.71,30,28.28,20.16,1.1,22.35,4.36,5.78,83.88,2.15
6/28/16,,29,20.25,4.6,7.2,0.71,31,28.52,19.94,,,,,,1.96
6/28/16,,28,23.57,4.6,7.3,0.79,35,28.71,19.74,,,,,,2.29
6/28/16,,27,26.19,4.6,7.4,0.77,34,28.97,19.45,0.87,15.28,3.78,3.12,52.59,2.23
6/28/16,,26,28.76,4.5,7.4,0.66,28,29.07,19.28,,,,,,1.82
6/28/16,,25,32.84,4.3,7.3,0.41,15,29.34,18.9,,,,,,1.39
6/28/16,,24,37.09,4.1,7.2,0.27,7,29.66,18.23,0.89,14.85,7.35,2.5,44.6,1.01
6/28/16,,23,39.66,4,7.2,0.27,7,29.83,17.96,,,,,,0.95
6/28/16,,22,43.92,4.8,7.2,0.2,4,30.16,17.11,0.95,16.85,6.85,2.63,47.1,0.52
6/28/16,,21,46.63,6.3,7.1,0.19,4,30.19,17.46,,,,,,0.63
6/28/16,,20,51.45,5.1,7.2,0.22,9,30.06,16.89,,,,,,0.56
6/28/16,,18,54.95,6.1,7.4,0.15,7,30.57,16.09,0.44,7.43,4,1.37,22.14,0.53
6/28/16,,17,58.89,4.6,7.4,0.16,8,30.16,16.46,,,,,,0.49
6/28/16,,16,63.08,4.4,7.3,0.19,8,28.09,18.03,,,,,,0.77
6/28/16,,15,69.99,6,7.6,0.33,12,25.59,19.33,0.72,18.13,3.64,2.7,65.74,0.79
6/28/16,,14,74.43,4.7,7.9,0.2,9,25.67,19.05,,,,,,0.79
6/28/16,,13,78.54,6,7.8,0.2,9,24.48,19.4,0.82,18.78,3.64,2.82,73.23,1
6/28/16,,12,84.45,8.1,7.2,1.09,30,22.81,20.47,,,,,,3.31
6/28/16,,11,89.77,5.4,7.6,0.5,16,20.06,20.78,,,,,,
6/28/16,,10,93.6,2.5,7.6,0.35,12,17.99,20.84,,,,,,1.23
6/28/16,,9,96.79,2.5,7.8,0.41,14,16.09,20.96,0.71,22.85,4.93,2.82,104.02,1.17
6/28/16,,8,99.77,4.3,8,0.37,13,14.7,21.18,,,,,,1.18
6/28/16,,7,104.98,4.8,8.1,0.52,16,11.14,21.75,,,,,,1.61
6/28/16,,6,110.9,4.4,8.2,0.75,22,7.55,22.08,0.57,25.7,4.36,2.87,138.97,2.16
6/28/16,,5,115.63,5.2,8.2,0.69,20,5.8,22.35,,,,,,2.12
6/28/16,,4,119.9,3.3,8.1,0.89,25,4.25,22.57,,,,,,2.26
6/28/16,,3,125.32,3.8,7.9,1.22,33,2.81,22.45,0.38,20.99,3.43,2.36,124.82,2.71
6/28/16,,2,127.71,4.8,7.8,1.22,33,1.9,22.51,,,,,,2.83
6/28/16,,649,132.94,16.6,8.5,1.37,37,0.85,22.54,0.38,14.99,1.5,1.64,109.85,3.09
7/14/16,,18,54.95,4.7,7.2,0.15,2,31.17,15.97,0.71,13.92,7.92,2.34,36.78,0.5
7/14/16,,20,51.45,5,7.1,0.13,1,30.93,16.46,,,,,,0.35
7/14/16,,21,46.63,4.9,7.4,0.16,3,30.13,17.32,,,,,,0.71
7/14/16,,22,43.92,4.3,7.4,0.15,2,30.23,17.04,0.81,14.99,6.43,2.47,44.1,0.71
7/14/16,,24,37.09,4.1,7.4,0.23,6,30.12,18.78,1.31,21.13,8.35,3.84,63.58,0.88
7/14/16,,25,32.84,3.9,7.3,0.28,8,30.03,18.98,,,,,,0.96
7/14/16,,27,26.19,5.2,7.3,0.44,16,29.68,19.71,1.35,22.85,3.86,5.26,77.72,1.47
7/14/16,,28,23.57,4.7,7.2,0.47,17,29.51,20.04,,,,,,1.09
7/14/16,,29,20.25,4.7,7.1,0.51,20,29.35,20.32,,,,,,1
